B1	B2	B3	N_l1	N_l2	N_l3	N_t	C_l1	C_l2	C_l3	C_t	Diff(C_t - N_t)	LessThanZero
32	4	16	125447	163815	104247	1681	113513	194314	855	1932	251	no
32	4	16	125577	163388	104463	1722	113606	197542	779	2062	340	no
32	4	16	125552	162186	103947	1686	113603	186405	740	2049	363	no
32	4	16	125758	153416	7576	1310	179032	262659	2321	1755	445	no
32	4	32	125562	163273	104230	1716	97921	197302	1294	1886	170	no
32	4	32	125627	164058	8274	1373	98065	191437	2681	1577	204	no
32	4	32	125502	157623	104157	1724	98764	203675	445	1793	69	no
32	4	32	125458	157064	7742	1359	97925	192759	2202	1589	230	no
32	4	32	125526	157056	104224	1779	97910	195306	1073	1928	149	no
32	4	32	125552	156719	8180	1397	97967	218786	2367	1609	212	no
32	4	32	125575	161390	104270	1677	98003	196016	1306	1768	91	no
32	4	32	125566	156210	6823	1363	97935	200104	2222	1594	231	no
32	4	32	126151	165000	102867	1519	130819	229282	700	1762	243	no
32	4	32	125516	158857	11019	1403	97964	189015	3508	1618	215	no
32	4	64	125558	156057	104063	1721	81802	195477	521	1696	-25	yes
32	4	64	125601	158773	14416	1421	81801	192637	4953	1564	143	no
32	4	64	125462	164162	104069	1719	81796	176886	1227	1688	-31	yes
32	4	64	125513	162727	104185	1687	81908	180584	790	1686	-1	yes
32	4	64	126066	155880	4105	1280	86235	182416	1383	1483	203	no
32	4	64	126266	166890	103333	1625	86473	189919	1613	1630	5	no
32	4	64	125561	158641	104220	1722	81799	179348	719	1690	-32	yes
32	4	64	125864	161887	102912	1516	86245	188537	754	1630	114	no
32	4	64	125584	158390	104223	1695	86181	180408	526	1628	-67	yes
32	4	64	125578	159153	8103	1360	81774	177799	2043	1516	156	no
32	8	1	125563	163617	104282	1720	487507	552019	783	5314	3594	no
32	8	1	125531	158474	8517	1379	488951	569984	3507	4667	3288	no
32	8	1	125839	157656	103080	1611	626863	753030	784	5141	3530	no
32	8	1	125566	161812	7827	1362	481888	551637	2941	4586	3224	no
32	8	1	125543	161489	104495	1859	484789	534632	783	5776	3917	no
32	8	1	125579	156531	7625	1350	506976	549376	2878	4519	3169	no
32	8	1	125452	159933	104150	1593	505036	599264	859	4930	3337	no
32	8	1	125597	159184	9441	1395	488218	529347	3029	4563	3168	no
32	8	1	125481	159876	104546	1859	512845	570651	828	5793	3934	no
32	8	1	126140	161586	8601	1307	600554	788582	2292	4513	3206	no
32	8	2	125525	162099	104392	1724	259364	347793	6123	4060	2336	no
32	8	2	125627	159232	19635	1456	261128	357955	7074	3531	2075	no
32	8	2	125590	157233	19769	1686	339240	475153	7915	4064	2378	no
32	8	2	125891	159075	8426	1302	340379	474334	3164	3530	2228	no
32	8	2	125511	163265	104243	1764	268597	445160	413	4218	2454	no
32	8	2	125490	157311	104219	1852	262836	339508	508	4763	2911	no
32	8	2	125560	159900	104282	1684	256061	426730	826	4108	2424	no
32	8	2	125476	162961	104287	1767	259424	439774	600	4176	2409	no
32	8	2	125552	154659	8255	1391	262482	341748	1980	3512	2121	no
32	8	2	125536	157587	104242	1852	262145	367716	1435	4795	2943	no
32	8	4	125559	155307	7779	1377	181191	297670	2730	2973	1596	no
32	8	4	125476	153032	11020	1528	181941	299341	3420	3100	1572	no
32	8	4	125457	158214	9095	1387	500183	890719	2304	2998	1611	no
32	8	4	125478	155578	11813	1658	183813	311982	3841	3588	1930	no
32	8	4	125554	149023	7778	1377	180948	399422	4065	3097	1720	no
32	8	4	125565	156498	104224	1718	180715	296840	2129	3335	1617	no
32	8	4	125595	154685	8269	1356	190388	318191	2629	2930	1574	no
32	8	4	125447	159964	104002	1686	181357	287221	1028	3325	1639	no
32	8	4	125506	154267	6408	1359	189528	312459	2705	2934	1575	no
32	8	4	125518	166639	104217	1619	183019	309224	855	3370	1751	no
32	8	8	125499	154712	8739	1383	130803	295398	2622	1964	581	no
32	8	8	125516	157666	104126	1717	130614	281512	428	2178	461	no
32	8	8	125491	151819	8886	1391	130667	284382	3429	1956	565	no
32	8	8	125485	161684	104183	1857	130944	287389	833	2570	713	no
32	8	8	126134	155294	4310	1299	147991	393311	1909	2000	701	no
32	8	8	125466	159821	104290	1600	130875	295201	1005	2211	611	no
32	8	8	125470	148826	7270	1374	136550	287490	2269	1902	528	no
32	8	8	125551	156904	104355	1675	130652	281551	272	2177	502	no
32	8	8	125583	154037	6312	1374	137792	289034	1875	1924	550	no
32	8	8	125558	156771	10676	1659	131632	288509	4155	2217	558	no
32	8	16	125545	154082	7358	1407	110249	273464	2627	1725	318	no
32	8	16	125460	157272	103939	1616	110770	283700	872	1904	288	no
32	8	16	125564	156483	8556	1422	109478	278154	3279	1641	219	no
32	8	16	125553	157132	103992	1774	111893	284705	980	2075	301	no
32	8	16	125517	157670	8649	1425	107145	271368	3130	1710	285	no
32	8	16	125544	158708	104331	1647	104738	270595	381	1879	232	no
32	8	16	125635	153030	7482	1420	105480	268085	2279	1720	300	no
32	8	16	125442	160011	104167	1718	112590	287295	625	1912	194	no
32	8	16	125526	158709	7943	1384	103919	263394	2155	1731	347	no
32	8	16	125520	159767	103934	1615	110844	290830	1141	1913	298	no
32	8	32	125557	153575	6674	1385	93390	235018	2191	1601	216	no
32	8	32	125531	157596	104299	1677	88220	228144	3665	1737	60	no
32	8	32	125586	150681	8584	1378	87711	233116	3450	1590	212	no
32	8	32	125524	156755	104111	1767	87857	236520	825	1898	131	no
32	8	32	125493	150996	8310	1385	95059	239517	2223	1606	221	no
32	8	32	125854	157554	103047	1612	131660	277097	1135	1695	83	no
32	8	32	125606	154190	6833	1361	89054	232198	2346	1578	217	no
32	8	32	125575	159763	104269	1840	94347	243849	1332	1903	63	no
32	8	32	125516	156567	7203	1370	94713	238475	2122	1603	233	no
32	8	32	125503	163752	104297	1719	94347	239595	633	1745	26	no
32	8	64	126093	154545	10117	1325	85318	172439	2894	1492	167	no
32	8	64	126089	154576	10910	1501	84826	173223	3976	1623	122	no
32	8	64	125721	159561	9601	5333	82334	178525	2835	3976	-1357	yes
32	8	64	125605	161685	104517	1869	72956	171705	1956	1815	-54	yes
32	8	64	125549	149810	8842	1371	78008	170434	3140	1545	174	no
32	8	64	125525	153956	11158	1683	73130	172789	3978	1823	140	no
32	8	64	125543	158352	9522	1383	77579	173186	3094	1565	182	no
32	8	64	125469	151942	8880	1583	81136	171619	3240	1679	96	no
32	8	64	125592	153265	7731	1402	72762	170055	2890	1503	101	no
32	8	64	125494	157361	104397	1618	80347	171144	719	1674	56	no
32	16	1	125510	154355	7705	1375	712416	1645914	3208	4831	3456	no
32	16	1	125491	160771	103967	1859	662124	1354328	1883	6145	4286	no
32	16	1	125573	157134	6707	1363	655517	1431912	2778	4996	3633	no
32	16	1	125558	156161	104027	1668	636107	1873392	7916	5939	4271	no
32	16	1	125557	155195	8255	1366	771932	1759483	1650	4514	3148	no
32	16	1	125529	149817	9207	1366	671045	1651255	3879	4813	3447	no
32	16	1	126053	154315	6177	1296	810381	1906241	2377	4544	3248	no
32	16	1	125450	153403	104429	1673	656204	1396990	1237	5629	3956	no
32	16	1	125535	151422	8207	1379	644412	1397881	2855	4882	3503	no
32	16	1	126072	157119	7529	1285	816419	1923071	2921	4633	3348	no
32	16	2	125547	155945	34497	1874	326619	794270	15326	4846	2972	no
32	16	2	125606	155392	105372	1481	336143	807468	24092	3776	2295	no
32	16	2	125433	159367	104141	1837	348599	817612	1045	4648	2811	no
32	16	2	125527	156383	104167	1792	336265	817289	1186	4800	3008	no
32	16	2	125501	157274	8534	1408	335014	803463	3117	3718	2310	no
32	16	2	125934	154908	102923	1549	431424	1084379	1784	4584	3035	no
32	16	2	125618	156423	7314	1410	326609	802373	3725	3659	2249	no
32	16	2	125575	159086	11751	1573	436749	1120655	3076	4256	2683	no
32	16	2	125517	152447	8252	1409	339188	805250	2489	3711	2302	no
32	16	2	125437	158204	104382	1819	342732	828026	807	4820	3001	no
32	16	4	125903	156577	7782	1308	558769	1471819	3668	3174	1866	no
32	16	4	125532	156308	104092	1595	230549	612860	856	3515	1920	no
32	16	4	125545	157859	9383	1411	228847	632219	4180	3094	1683	no
32	16	4	125602	154198	104143	1717	230175	627335	1707	3508	1791	no
32	16	4	125407	154137	9369	1394	231344	617087	3024	3054	1660	no
32	16	4	125522	158118	104308	1857	228802	616383	1549	3816	1959	no
32	16	4	125543	156665	8185	1464	237724	635491	3167	3028	1564	no
32	16	4	125497	159422	103992	1715	231746	616391	711	3504	1789	no
32	16	4	125509	155244	7172	1395	225598	611135	2744	3070	1675	no
32	16	4	125759	156483	102741	1505	553261	1412739	900	3276	1771	no
32	16	8	125550	155913	7730	1390	164703	529239	2454	1996	606	no
32	16	8	125453	154981	104087	1715	161555	514890	795	2241	526	no
32	16	8	125611	154017	9384	1395	165447	529103	2620	1947	552	no
32	16	8	125520	159018	104013	1718	153642	504711	1347	2253	535	no
32	16	8	125535	151775	7334	1348	166842	522879	2845	1948	600	no
32	16	8	125462	155926	103912	1765	155760	494034	772	2299	534	no
32	16	8	125537	151015	8158	1389	166480	521742	2867	2012	623	no
32	16	8	125527	163273	104250	1676	155096	508168	700	2262	586	no
32	16	8	125785	157761	11730	1282	182505	546214	4248	1987	705	no
32	16	8	125435	156449	103969	1590	163162	525812	472	2096	506	no
32	16	16	125577	153456	10669	1386	125146	396103	2161	1749	363	no
32	16	16	125438	156619	103890	1589	128620	395873	516	1772	183	no
32	16	16	125473	156740	103669	1634	128826	400077	1155	1821	187	no
32	16	16	125562	157935	104288	1714	129526	403865	1039	1918	204	no
32	16	16	125524	156154	9549	1376	124473	386705	3682	1676	300	no
32	16	16	125482	156763	104230	1718	128043	398070	803	1917	199	no
32	16	16	125477	150280	7302	1386	128149	400173	3239	1731	345	no
32	16	16	125921	159872	103156	1616	209331	471356	576	1967	351	no
32	16	16	125445	155679	6749	1379	128517	401157	1921	1753	374	no
32	16	16	125493	155244	104246	1716	124374	393512	1359	2026	310	no
32	16	32	125568	151946	7247	1358	111217	259447	2569	1608	250	no
32	16	32	125500	155853	104377	1612	158937	276943	663	1584	-28	yes
32	16	32	125892	150889	9905	1321	159429	276973	2736	1552	231	no
32	16	32	125553	156370	104310	1662	112460	260136	608	1740	78	no
32	16	32	125408	156810	104314	1670	111270	259813	954	1748	78	no
32	16	32	125606	154258	6116	1365	110992	263999	2018	1511	146	no
32	16	32	125488	153402	104123	1599	110601	259197	1438	1610	11	no
32	16	32	125537	153642	8221	1397	110166	260669	3046	1568	171	no
32	16	32	125374	159659	104408	1610	110254	260028	945	1744	134	no
32	16	32	125531	151620	7114	1358	112874	257578	2967	1590	232	no
32	16	64	125448	162350	103893	1725	94900	156090	685	1675	-50	yes
32	16	64	125510	151632	9348	1419	98488	158384	3075	1467	48	no
32	16	64	125491	154955	104378	1722	95589	158479	1017	1665	-57	yes
32	16	64	125519	153586	8963	1410	95715	158393	3005	1454	44	no
32	16	64	125451	156394	104224	1720	95745	156258	652	1678	-42	yes
32	16	64	125554	150258	7701	1394	99954	156250	2631	1519	125	no
32	16	64	125541	159363	104181	1670	100022	158341	329	1677	7	no
32	16	64	126017	153482	12018	5062	110116	158033	4410	4002	-1060	yes
32	16	64	125534	149013	8377	1648	100052	155861	2849	1678	30	no
32	16	64	125500	151189	7781	1396	98705	156663	2761	1481	85	no
32	32	1	125546	157194	104341	1727	1208778	2822532	1034	6692	4965	no
32	32	1	125524	157517	8871	1414	1208218	2842899	4153	5401	3987	no
32	32	1	125457	167084	8483	1380	1327200	3349770	4103	4914	3534	no
32	32	1	125527	156103	104019	1651	1208981	2792841	1004	6125	4474	no
32	32	1	125561	155944	8447	1393	1210530	2792708	3595	5238	3845	no
32	32	1	125536	164632	7804	1365	1208121	2905114	4308	5463	4098	no
32	32	1	125604	154209	9892	1444	1209831	2798682	5535	5483	4039	no
32	32	1	125522	152201	9147	1531	1277163	3060068	4551	5355	3824	no
32	32	1	125615	150914	6200	1391	1209822	2765991	2870	5366	3975	no
32	32	1	125559	155871	8125	1360	1205907	2746877	3803	5093	3733	no
32	32	2	125569	154772	104064	1598	597200	1407162	1246	4622	3024	no
32	32	2	125474	148534	7713	1391	597619	1405804	4007	3990	2599	no
32	32	2	125503	160311	104276	1618	597224	1497670	3303	4883	3265	no
32	32	2	125602	152030	8710	1417	597603	1394435	4311	4072	2655	no
32	32	2	125519	162595	104671	1867	598369	1480472	15452	5194	3327	no
32	32	2	125527	158518	20706	1829	597238	1480188	9990	5176	3347	no
32	32	2	125527	160662	104817	1993	595723	1492390	600	5644	3651	no
32	32	2	125660	163807	6887	1370	596209	1489843	2632	4017	2647	no
32	32	2	125514	160888	104527	1722	596028	1486227	1014	4706	2984	no
32	32	2	126560	164949	9531	1766	677113	1687961	4266	5020	3254	no
32	32	4	125523	161259	104474	1771	374850	913951	500	4153	2382	no
32	32	4	125505	152985	9370	1401	374454	922701	3885	3302	1901	no
32	32	4	126071	153296	102146	1608	846395	1621353	1451	3673	2065	no
32	32	4	126074	161227	7338	1306	855018	1719717	2677	3236	1930	no
32	32	4	125490	155360	104154	1649	373469	914750	1371	3857	2208	no
32	32	4	125435	153526	7476	1397	373232	902569	2516	3134	1737	no
32	32	4	125559	153024	15912	1621	374146	899728	8411	3645	2024	no
32	32	4	125531	152422	10589	1385	374954	893785	4320	3264	1879	no
32	32	4	125463	156533	104260	1715	373849	906075	527	3724	2009	no
32	32	4	125469	156915	104233	1718	373922	897439	1185	3724	2006	no
32	32	8	125503	150120	104237	1723	248594	574678	2156	2285	562	no
32	32	8	125920	161110	9085	1364	263007	617165	3626	2056	692	no
32	32	8	125493	157965	104366	1594	249105	575177	755	2093	499	no
32	32	8	125579	153412	9452	1436	249125	569680	4072	2029	593	no
32	32	8	125549	155842	104558	1911	249129	577720	1173	2812	901	no
32	32	8	125550	149842	7313	1392	249168	568684	3251	1952	560	no
32	32	8	125485	154989	103887	1569	248839	564416	725	2266	697	no
32	32	8	125558	149775	8021	1379	249106	565333	1923	1997	618	no
32	32	8	125479	157950	104152	1751	249290	569256	1466	2466	715	no
32	32	8	125456	159086	10729	1365	249104	599805	4692	2027	662	no
32	32	16	125468	161155	104113	1719	188997	415976	1492	1954	235	no
32	32	16	125540	152210	12353	1526	189011	408219	5970	1940	414	no
32	32	16	125551	161718	104354	1610	188934	428206	785	1969	359	no
32	32	16	125504	149777	104242	1831	189134	403926	579	2115	284	no
32	32	16	125563	149390	7531	1351	188955	403201	2196	1730	379	no
32	32	16	125511	158666	104014	1661	189061	408558	535	1941	280	no
32	32	16	125554	154284	7369	1366	189000	403961	2568	1722	356	no
32	32	16	125566	156699	104206	1670	189317	405509	880	1944	274	no
32	32	16	125554	157817	8580	1367	189051	408039	3206	1741	374	no
32	32	16	125471	159369	103889	1591	189061	410103	1728	1918	327	no
32	32	32	125489	155818	104046	1717	158742	255486	1351	1762	45	no
32	32	32	125550	157636	8251	1385	158989	261162	3497	1556	171	no
32	32	32	125492	157614	104503	1858	159035	256800	755	1923	65	no
32	32	32	125542	156985	8271	1506	158802	258791	2506	1633	127	no
32	32	32	125568	158046	104322	1720	158942	259365	477	1770	50	no
32	32	32	125455	159848	104318	1722	159098	259879	1146	1867	145	no
32	32	32	125551	152462	9561	1430	158854	260193	3492	1526	96	no
32	32	32	125521	159205	10408	1660	159054	267239	4930	1765	105	no
32	32	32	125473	154712	11175	1430	159020	259477	4218	1526	96	no
32	32	32	125496	157743	104436	1765	158853	259850	1865	1814	49	no
32	32	64	125491	153446	7441	1370	129071	148679	2210	1537	167	no
32	32	64	125467	155671	104399	1718	129045	150240	752	1700	-18	yes
32	32	64	126165	152713	8916	1318	129631	144647	2926	1497	179	no
32	32	64	125434	156437	104434	1861	128957	149433	857	1849	-12	yes
32	32	64	125556	155600	9778	1392	128999	149855	3357	1475	83	no
32	32	64	125496	157566	104234	1723	129150	151453	1094	1701	-22	yes
32	32	64	125528	153034	9782	1431	129015	149799	3249	1461	30	no
32	32	64	125493	158359	104191	1599	129059	151416	447	1708	109	no
32	32	64	125529	158425	104438	1811	129298	150422	380	1854	43	no
32	32	64	125557	158403	9364	1379	129027	149708	2836	1548	169	no
32	64	1	125567	157879	104506	1855	1194730	3142229	467	7510	5655	no
32	64	1	125568	160235	8015	1365	1192797	3174038	4353	5398	4033	no
32	64	1	125578	161087	9854	1655	1192900	3273169	7453	6463	4808	no
32	64	1	125594	154773	6937	1386	1193875	3119596	5456	5355	3969	no
32	64	1	125500	159082	104319	1798	1193693	3120720	537	6853	5055	no
32	64	1	125544	157242	7403	1365	1192457	3115025	3531	5366	4001	no
32	64	1	125463	156326	104075	1653	1194298	3098200	1583	6470	4817	no
32	64	1	125545	156772	7223	1407	1227063	3193499	3320	5065	3658	no
32	64	1	125933	164275	12800	1299	1283530	3550545	5963	4761	3462	no
32	64	1	125441	157670	104025	1651	1192001	3102871	1264	6299	4648	no
32	64	2	125577	156139	8217	1362	661806	1709544	3776	4121	2759	no
32	64	2	125554	153579	10601	1438	589229	1552130	7876	4223	2785	no
32	64	2	125614	152000	9936	1394	591206	1531751	6049	4104	2710	no
32	64	2	125439	159409	104523	1861	590037	1565259	1365	5260	3399	no
32	64	2	125805	158717	7728	1356	660259	1780645	4367	4089	2733	no
32	64	2	125482	159099	21537	1631	590058	1562727	10680	4745	3114	no
32	64	2	125640	163735	18614	1467	589774	1622267	11965	4244	2777	no
32	64	2	125474	159561	104401	1760	589784	1566681	1830	5262	3502	no
32	64	2	125494	155427	106157	1508	665321	1765067	19557	4379	2871	no
32	64	2	125508	161631	10645	1637	589855	1623387	6308	5035	3398	no
32	64	4	125452	160291	104178	1635	369256	943673	499	3526	1891	no
32	64	4	125571	154452	104750	1766	369239	958141	2586	3880	2114	no
32	64	4	125524	161805	104529	1766	369266	954178	1021	3839	2073	no
32	64	4	125554	155110	7757	1428	369642	934219	3606	3223	1795	no
32	64	4	125610	160317	104380	1766	369758	941780	811	3824	2058	no
32	64	4	125470	150085	8410	1405	369738	921246	2632	3211	1806	no
32	64	4	125597	158259	104193	1978	370243	928860	2424	4621	2643	no
32	64	4	125604	151808	9899	1394	370036	917916	2274	3134	1740	no
32	64	4	125469	159511	104342	1823	369670	931764	1150	4022	2199	no
32	64	4	125535	149544	8646	1364	370296	920270	3602	3155	1791	no
32	64	8	125533	153779	9951	2380	244049	596612	6243	3420	1040	no
32	64	8	125565	159737	8275	1367	243944	616483	3366	2064	697	no
32	64	8	125487	160515	104064	1634	243896	597820	715	2146	512	no
32	64	8	125571	156582	9275	1412	244169	605631	2806	1975	563	no
32	64	8	125514	155987	103934	1706	243850	583114	1705	2329	623	no
32	64	8	125523	154536	8049	1424	243967	592971	3561	1990	566	no
32	64	8	125580	159932	104420	1719	244043	600523	2063	2437	718	no
32	64	8	125521	154986	8964	1393	243913	592067	4382	1972	579	no
32	64	8	125450	163908	104117	1594	244258	607097	1020	2117	523	no
32	64	8	125595	153965	7256	1364	244158	588685	3215	2019	655	no
32	64	16	125427	158289	103944	1591	184991	424656	699	1811	220	no
32	64	16	125590	158311	6728	1389	284507	511500	2509	1626	237	no
32	64	16	125433	161142	104291	1720	184971	426262	664	1956	236	no
32	64	16	125550	154563	10177	1377	185015	419835	3813	1785	408	no
32	64	16	125655	166384	105021	6772	185014	439326	832	6040	-732	yes
32	64	16	125543	158090	7547	1390	184948	426434	2504	1750	360	no
32	64	16	125488	160741	103838	1597	184975	426676	925	1801	204	no
32	64	16	125599	160135	10333	1367	184906	424311	2999	1756	389	no
32	64	16	125546	156270	15905	1545	282001	519723	12216	1949	404	no
32	64	16	125599	160343	10689	1369	185156	424703	4179	1744	375	no
32	64	32	125539	158290	103993	1595	155192	264750	1472	1628	33	no
32	64	32	125613	157214	10387	1450	155297	267791	3865	1513	63	no
32	64	32	125587	163163	103938	1746	155341	272939	964	1913	167	no
32	64	32	125952	155197	9840	1305	201390	277114	4763	1504	199	no
32	64	32	125553	158998	104157	1657	155574	269488	1213	1761	104	no
32	64	32	125545	156271	7127	1437	155283	266178	1877	1589	152	no
32	64	32	125513	158198	104018	1716	155285	264757	1093	1759	43	no
32	64	32	125467	154217	8232	1363	155363	263914	3695	1598	235	no
32	64	32	125591	158553	104415	1722	200818	288680	1152	1732	10	no
32	64	32	125420	155734	8593	1362	155311	266987	3812	1641	279	no
32	64	64	125534	159800	9340	1530	125903	158656	3294	1577	47	no
32	64	64	125583	160421	9556	1386	125797	158551	3294	1539	153	no
32	64	64	125482	159917	103997	1656	125720	154867	1353	1697	41	no
32	64	64	125515	154219	8245	1381	125762	152102	3364	1540	159	no
32	64	64	125547	163941	104199	1599	125777	159181	583	1703	104	no
32	64	64	125534	158548	103997	1655	125723	153365	371	1695	40	no
32	64	64	125538	157057	4939	1522	125723	155743	2003	1688	166	no
32	64	64	125522	157574	104139	1718	125730	152230	638	1695	-23	yes
32	64	64	125507	161055	103937	1597	125674	155248	820	1701	104	no
32	64	64	125530	158017	104081	1720	125762	153527	741	1698	-22	yes
64	1	1	125476	159225	103995	1718	975624	1395887	609	7334	5616	no
64	1	1	125517	156233	7432	1383	975440	1276577	2049	6305	4922	no
64	1	1	125588	163558	104008	1593	1155168	1416087	1510	6862	5269	no
64	1	1	125540	150775	8505	1386	975821	1260139	2772	6311	4925	no
64	1	1	125479	157875	104271	1912	975550	1218308	2390	8390	6478	no
64	1	1	125638	155558	8717	1468	975573	1161626	2360	6222	4754	no
64	1	1	125546	152586	7048	1393	975401	1172865	2342	6261	4868	no
64	1	1	125512	151380	8020	1378	1273492	1739809	2651	6385	5007	no
64	1	1	125533	152704	7901	1363	1021539	1267932	2283	6116	4753	no
64	1	1	125502	151888	7705	1373	975132	1184984	2519	6289	4916	no
64	1	2	125432	157597	104217	1810	502576	711807	740	5478	3668	no
64	1	2	126149	161128	103848	1628	644605	833773	11570	5281	3653	no
64	1	2	125580	158748	12344	1731	502648	707371	2946	5485	3754	no
64	1	2	125430	157100	103933	1656	502751	719896	2358	5049	3393	no
64	1	2	125913	157099	7727	1344	648763	908311	2537	4287	2943	no
64	1	2	125524	160681	104029	1593	502837	698831	598	5018	3425	no
64	1	2	125633	156110	11530	1518	502637	654081	4077	4721	3203	no
64	1	2	125982	156477	102501	1477	644772	865406	10569	4758	3281	no
64	1	2	125871	158396	21971	1371	646976	1069213	6733	4439	3068	no
64	1	2	126064	154855	20882	1568	645979	874741	5599	5104	3536	no
64	1	4	125581	155855	10355	1404	321206	951894	4117	3479	2075	no
64	1	4	125490	158164	103851	1720	321641	475717	824	3886	2166	no
64	1	4	126007	157896	9421	1290	688526	1249774	3031	3297	2007	no
64	1	4	125459	157821	104274	1599	321358	781885	666	4017	2418	no
64	1	4	125473	156977	7779	1411	321343	483050	1796	3425	2014	no
64	1	4	125460	159127	9235	1571	321633	472088	2636	3710	2139	no
64	1	4	125526	156852	7966	1461	321492	482410	2815	3451	1990	no
64	1	4	125490	158062	103866	1816	321488	514263	582	4185	2369	no
64	1	4	125542	154749	7770	1457	321426	777662	3319	3461	2004	no
64	1	4	125531	159678	104083	1594	321389	463394	580	3883	2289	no
64	1	8	125486	159695	7485	1378	223669	470937	2374	2304	926	no
64	1	8	125470	158283	104309	1805	223770	403983	596	2946	1141	no
64	1	8	125467	156132	8405	1454	223879	450445	2374	2339	885	no
64	1	8	125579	155155	10641	1658	223905	403654	5149	2663	1005	no
64	1	8	125540	151125	7661	1360	223680	493987	1642	2308	948	no
64	1	8	125549	158761	103977	1657	223973	418924	507	2619	962	no
64	1	8	125435	158585	9229	1382	223765	489578	2828	2378	996	no
64	1	8	125375	157592	104090	1717	223678	422441	842	2615	898	no
64	1	8	125543	156079	7515	1377	223653	422333	2189	2306	929	no
64	1	8	125525	159106	104125	1717	223881	434015	832	2642	925	no
64	1	16	125557	157892	8620	1380	178738	368987	2738	1938	558	no
64	1	16	125448	160539	104323	1736	178559	371638	530	2386	650	no
64	1	16	125514	159837	7568	1363	178645	345306	2349	1918	555	no
64	1	16	125432	157135	104280	1721	178579	350512	995	2185	464	no
64	1	16	125555	154523	7334	1449	178505	364929	2471	1935	486	no
64	1	16	125476	159820	104298	1860	178528	368493	610	2365	505	no
64	1	16	125606	155599	8751	1467	178521	377294	2996	1904	437	no
64	1	16	125539	158744	103812	1628	178868	379719	604	2174	546	no
64	1	16	125521	153288	7186	1403	178633	361070	2299	1883	480	no
64	1	16	125519	161839	104492	1858	178564	352791	1495	2387	529	no
64	1	32	125467	153946	8504	1365	153961	305410	2663	1742	377	no
64	1	32	125468	154979	104223	1643	199644	387204	389	1852	209	no
64	1	32	125557	157027	7453	1432	200161	387898	2377	1561	129	no
64	1	32	125452	153374	8995	1528	153999	455891	3951	1967	439	no
64	1	32	125865	156198	8546	1319	199830	363969	2946	1646	327	no
64	1	32	125518	158329	104045	1629	154055	313347	531	1917	288	no
64	1	32	125551	157211	6976	1424	153880	315448	1899	1681	257	no
64	1	32	125560	159057	103903	1594	153955	309337	457	1931	337	no
64	1	32	125566	158271	7897	1448	154159	314521	2688	1718	270	no
64	1	32	125476	159127	9438	1499	153993	326733	1733	1942	443	no
64	1	64	125535	158068	8431	1387	132263	291146	3319	1667	280	no
64	1	64	125512	152581	10336	1543	132387	293388	3535	1680	137	no
64	1	64	125517	155310	8814	1504	132368	289334	3114	1685	181	no
64	1	64	125560	154001	104374	1784	132383	286612	847	1939	155	no
64	1	64	125550	157195	7951	1367	132320	290983	2992	1621	254	no
64	1	64	125580	156648	8135	1528	132432	287883	2857	1777	249	no
64	1	64	125569	159777	104238	1719	138002	307809	376	1753	34	no
64	1	64	125559	152450	7892	1378	132421	287375	2511	1603	225	no
64	1	64	125534	160651	104051	1596	132440	290254	459	1670	74	no
64	1	64	125506	160094	103883	1643	132420	286428	428	1806	163	no
64	2	1	125571	154170	104130	1720	670960	984929	867	6247	4527	no
64	2	1	125511	153749	7130	1440	671005	987927	2202	5303	3863	no
64	2	1	125443	159780	104033	1594	671005	1004275	961	5790	4196	no
64	2	1	125525	156593	9223	1400	671074	974085	2789	5391	3991	no
64	2	1	125521	157617	104073	1598	671225	1009132	988	6288	4690	no
64	2	1	125560	155881	8293	1443	670029	1991580	3342	5944	4501	no
64	2	1	125521	156489	104308	1851	671699	893835	823	7349	5498	no
64	2	1	125629	157197	105317	6759	670679	1032229	929	16792	10033	no
64	2	1	125480	159815	104140	1723	670770	956065	712	6221	4498	no
64	2	1	126157	157660	7908	1387	893744	1240086	2386	5430	4043	no
64	2	2	125481	158442	104325	1857	350551	548488	446	4917	3060	no
64	2	2	125488	152805	7016	1457	350627	535361	2010	3879	2422	no
64	2	2	125473	158093	104068	1638	350669	531847	377	4494	2856	no
64	2	2	125593	157496	7646	1467	350430	552511	2720	3839	2372	no
64	2	2	125337	156891	103889	1592	350410	600144	624	4492	2900	no
64	2	2	125587	158267	7852	1395	350495	564751	2152	3849	2454	no
64	2	2	125477	156204	103918	1596	350428	543855	416	4152	2556	no
64	2	2	125524	151533	6077	1360	350342	526920	1969	3859	2499	no
64	2	2	125374	159297	104717	1861	350215	1151535	317	5794	3933	no
64	2	2	125444	159749	10017	1440	350634	566012	2678	3966	2526	no
64	2	4	126101	156315	102972	1615	545265	1133390	20005	3725	2110	no
64	2	4	125672	158110	23063	6695	228380	403920	5634	9977	3282	no
64	2	4	125794	155944	9723	1443	542284	931569	4427	3396	1953	no
64	2	4	125982	153668	12154	1330	543309	875084	4426	3077	1747	no
64	2	4	125528	158895	104160	1717	228349	390893	685	3605	1888	no
64	2	4	126059	167938	14016	1500	546023	1285431	5451	3098	1598	no
64	2	4	125536	160821	104572	1765	228075	403416	308	3760	1995	no
64	2	4	126105	160118	9858	1303	547626	924283	2622	3117	1814	no
64	2	4	125514	160608	104344	2180	228249	398749	1628	4673	2493	no
