B1	B2	B3	N_l1	N_l2	N_l3	N_t	C_l1	C_l2	C_l3	C_t	Diff(C_t - N_t)	LessThanZero
4	32	64	125572	160376	103741	1901	129119	160634	12259	1994	93	no
4	32	64	125605	153968	8739	1390	129154	152058	3035	1515	125	no
4	32	64	125827	165528	103221	1533	129824	158324	850	1626	93	no
4	32	64	125854	159278	8374	1303	129708	156547	2648	1435	132	no
4	32	64	125756	164421	45805	6727	130313	160944	46923	6871	144	no
4	32	64	125542	155033	7154	1376	129145	154892	2160	1525	149	no
4	64	1	125502	160157	103980	1949	1091612	942609	38894	6936	4987	no
4	64	1	125472	155648	13004	1422	1095760	812658	5652	4789	3367	no
4	64	1	125607	159614	15687	1397	1087328	935792	4939	4854	3457	no
4	64	1	126146	160478	103283	1659	1135359	1027038	11074	5560	3901	no
4	64	1	125483	160241	105162	1620	1090256	904056	19836	5199	3579	no
4	64	1	125510	161682	104343	1825	1093750	878976	16199	5971	4146	no
4	64	1	125520	158280	103658	1825	1093640	863299	37888	6121	4296	no
4	64	1	125497	153272	7944	1412	1099673	747520	2551	4717	3305	no
4	64	1	125525	157026	104170	1718	1098612	766778	13890	5552	3834	no
4	64	1	125521	157399	8028	1401	1101036	753758	3382	4703	3302	no
4	64	2	125398	158593	104141	1680	568371	518533	6333	4134	2454	no
4	64	2	125545	154878	8471	1465	570795	471569	2609	3578	2113	no
4	64	2	125455	155594	104188	1727	567045	498446	17133	4614	2887	no
4	64	2	125568	156089	9285	1443	566636	518930	1923	3634	2191	no
4	64	2	125532	157678	104172	1730	569478	514132	12827	4306	2576	no
4	64	2	125530	159498	104010	1640	566969	519060	1924	4247	2607	no
4	64	2	125487	159709	7331	1419	571322	471912	2690	3623	2204	no
4	64	2	125454	162799	104196	1731	565467	543854	17600	4370	2639	no
4	64	2	125551	161266	9032	1439	563909	555894	3734	3687	2248	no
4	64	2	125629	159072	7282	1535	565495	530712	4569	4237	2702	no
4	64	4	125555	156681	9147	1431	357909	440224	4037	3030	1599	no
4	64	4	125456	162652	104306	1636	357789	448861	17495	3541	1905	no
4	64	4	125583	158909	8218	1440	357629	455627	2790	3083	1643	no
4	64	4	125556	157800	104085	1725	358944	425582	676	3438	1713	no
4	64	4	125638	158261	9628	1436	484304	610494	3737	3042	1606	no
4	64	4	125532	159200	104328	1738	724535	978293	13057	3634	1896	no
4	64	4	125922	155277	8060	1377	847354	1050405	3062	3004	1627	no
4	64	4	125551	162892	103992	1605	357390	452324	3837	3463	1858	no
4	64	4	125529	154643	6343	1398	358004	417526	2368	3008	1610	no
4	64	4	125539	164378	104496	1726	356904	462296	11438	3536	1810	no
4	64	8	125646	159253	8632	1461	237166	393115	2407	1955	494	no
4	64	8	125499	160456	104279	1601	237311	384776	2323	2205	604	no
4	64	8	125429	161059	6031	1387	237354	394854	1895	1954	567	no
4	64	8	125940	160141	103466	1687	252543	384668	23918	2285	598	no
4	64	8	126160	157534	8873	1308	253165	376412	3600	1975	667	no
4	64	8	126144	157938	102606	1498	253969	378785	1352	2028	530	no
4	64	8	125514	155071	9696	1503	237467	376090	3029	2058	555	no
4	64	8	125572	160767	104150	1728	237199	389312	824	2231	503	no
4	64	8	125536	158709	7705	1381	237256	384547	2342	1947	566	no
4	64	8	125487	160313	104165	1600	237226	394459	740	2062	462	no
4	64	16	126069	163224	19032	1364	284194	419743	4320	1646	282	no
4	64	16	125579	155075	9359	1532	185032	329113	3894	1810	278	no
4	64	16	125522	163788	104339	1569	184996	351524	509	1781	212	no
4	64	16	125560	155139	8272	1366	184888	328599	3269	1721	355	no
4	64	16	125468	164793	104278	1633	185088	351504	642	1797	164	no
4	64	16	125435	162584	98054	1734	265209	436387	22669	2030	296	no
4	64	16	125592	158778	6747	1420	185067	339044	2384	1691	271	no
4	64	16	125578	160836	104250	1726	185094	352105	553	1948	222	no
4	64	16	125517	162806	104311	1682	184963	348276	12702	2025	343	no
4	64	16	125566	160823	7699	1362	185017	341363	1850	1765	403	no
4	64	32	125542	164310	104621	1825	155553	250037	21975	1896	71	no
4	64	32	125503	162865	7609	1364	155379	247796	3470	1618	254	no
4	64	32	125515	162529	104376	1600	155432	247742	1246	1633	33	no
4	64	32	125543	154943	11095	1393	155484	236152	5419	1619	226	no
4	64	32	125581	160253	104680	1954	155414	236898	9835	2108	154	no
4	64	32	125539	159834	8746	1444	155360	242370	2854	1557	113	no
4	64	32	125514	159594	104825	1865	155384	237477	7085	1937	72	no
4	64	32	125533	159712	6758	1377	155324	240672	2750	1594	217	no
4	64	32	125589	164501	104221	1732	155395	251607	477	1767	35	no
4	64	32	125543	163780	7465	1387	155484	246357	2831	1579	192	no
4	64	64	125375	163812	104267	1758	125848	162746	21750	1880	122	no
4	64	64	125552	160315	7169	1429	125695	159394	2396	1460	31	no
4	64	64	125551	161609	104862	1862	125760	160742	2190	1859	-3	yes
4	64	64	125487	156930	6796	1452	125887	155292	2312	1518	66	no
4	64	64	125489	161980	104171	1735	125819	160689	17759	1712	-23	yes
4	64	64	125543	157926	7159	1447	125757	156661	2108	1528	81	no
4	64	64	125440	157647	103603	1885	125828	154211	13498	1863	-22	yes
4	64	64	125860	146858	8847	1292	126262	146270	2855	1478	186	no
4	64	64	125533	160180	104213	1718	126354	160265	1141	1672	-46	yes
4	64	64	125539	152180	9501	1423	125743	150119	3513	1476	53	no
8	1	1	126157	160814	102716	1667	974150	196363	16543	6685	5018	no
8	1	1	125999	159836	8368	1362	978058	171717	2085	5653	4291	no
8	1	1	125847	161569	102818	1605	980758	219584	34713	6746	5141	no
8	1	1	125583	155249	6156	1425	942623	197102	2467	5905	4480	no
8	1	1	125550	159560	104329	1736	967688	193877	52227	6715	4979	no
8	1	1	125622	158169	19307	1435	943064	165317	5034	5783	4348	no
8	1	1	125524	161171	104479	1866	941072	190491	10743	7259	5393	no
8	1	1	125527	157309	10606	1438	960914	195316	3557	5707	4269	no
8	1	1	125508	157616	9958	1461	942446	173125	2519	5686	4225	no
8	1	1	125540	159662	6122	1365	943827	189216	1594	5599	4234	no
8	1	2	125534	162137	104469	1634	484461	188601	6339	4400	2766	no
8	1	2	125509	159752	7532	1412	487228	182729	2216	4012	2600	no
8	1	2	125498	159447	12638	1669	487921	184738	15098	4796	3127	no
8	1	2	125528	159241	6773	1384	483555	165586	1992	4062	2678	no
8	1	2	125533	160626	7949	1360	487454	163370	2066	3999	2639	no
8	1	2	125550	159696	104517	1879	485768	184045	11430	5249	3370	no
8	1	2	125554	156807	104738	1618	486857	178288	20358	4420	2802	no
8	1	2	125604	158289	104211	1722	488234	186270	13864	4660	2938	no
8	1	2	125485	155717	103939	1616	486475	164924	13850	4329	2713	no
8	1	2	125465	157464	104211	1599	499999	188015	7311	4747	3148	no
8	1	4	125502	157048	22132	1465	318594	178694	7768	3155	1690	no
8	1	4	126876	176109	103652	2409	589377	169025	21866	4897	2488	no
8	1	4	125513	159117	7305	1345	318563	177852	1997	3055	1710	no
8	1	4	125529	157105	104218	1859	318527	177303	15675	3979	2120	no
8	1	4	125549	157863	6680	1377	318557	177829	2336	3144	1767	no
8	1	4	125481	158019	104351	1868	319060	175448	15705	3992	2124	no
8	1	4	125567	157870	9315	1426	318439	173636	2571	3166	1740	no
8	1	4	125536	156883	4952	1392	318436	177515	1997	3141	1749	no
8	1	4	125524	157874	104091	1751	580458	172845	14652	3765	2014	no
8	1	4	125663	159311	9778	1526	327692	180873	3361	3354	1828	no
8	1	8	125881	157731	7381	1309	304394	181002	2309	2056	747	no
8	1	8	125506	158931	104612	1849	249585	182699	30772	2714	865	no
8	1	8	125598	158935	7799	1402	270919	177037	3062	2110	708	no
8	1	8	125607	159566	8018	1535	249948	189725	2799	2252	717	no
8	1	8	125349	158661	103857	1610	248641	182220	554	2431	821	no
8	1	8	125993	160825	9223	1321	303735	181936	2639	2101	780	no
8	1	8	126087	149523	102515	1494	303104	187535	606	2197	703	no
8	1	8	125528	153878	8249	1380	249960	180316	2375	2128	748	no
8	1	8	125463	156662	7362	1530	249850	181450	2437	2243	713	no
8	1	8	125563	155573	6936	1457	249908	178636	1949	2139	682	no
8	1	16	125531	162062	104804	2033	195429	185060	2874	2440	407	no
8	1	16	125851	148053	7915	1324	269357	234379	2311	1758	434	no
8	1	16	125552	155254	103958	1654	195314	181782	467	2040	386	no
8	1	16	125534	156146	8324	1435	194560	181694	2406	1774	339	no
8	1	16	125586	158940	104136	1664	195487	179660	810	2032	368	no
8	1	16	125959	163884	10037	1403	273782	181599	2973	1713	310	no
8	1	16	125980	156667	102673	1631	274518	183306	38061	1990	359	no
8	1	16	125851	152752	6733	1307	272374	167958	2057	1744	437	no
8	1	16	125596	156827	104088	1651	195696	174745	551	2029	378	no
8	1	16	125626	161856	7544	1460	194471	171947	3043	1821	361	no
8	1	32	125537	156227	104131	1597	166814	158290	590	1856	259	no
8	1	32	125597	160742	7421	1432	167376	164249	2272	1589	157	no
8	1	32	125510	157921	104195	1599	167302	156444	716	1867	268	no
8	1	32	125557	154757	7594	1428	167976	172130	2389	1639	211	no
8	1	32	125568	160243	104097	1595	167423	158153	1807	1735	140	no
8	1	32	125541	156887	5975	1378	167419	159504	2029	1623	245	no
8	1	32	126084	160931	103473	1777	207806	179592	12470	2053	276	no
8	1	32	125593	162024	8569	1405	166876	162476	2522	1584	179	no
8	1	32	125461	157805	104117	1598	166721	171017	638	1811	213	no
8	1	32	125508	158571	8002	1413	166703	181272	2603	1563	150	no
8	1	64	125439	156542	9842	1533	145650	161252	3390	1655	122	no
8	1	64	125558	162163	104357	1733	145674	173465	11459	1767	34	no
8	1	64	125547	161636	8003	1417	145803	176017	2652	1540	123	no
8	1	64	125496	161993	104520	1734	145703	174492	586	1753	19	no
8	1	64	125602	162006	7498	1391	145041	178377	2899	1540	149	no
8	1	64	125582	161459	104495	1763	145706	160276	14407	1927	164	no
8	1	64	125849	162232	11685	1330	152628	170248	3249	1472	142	no
8	1	64	125511	163251	104748	2050	145820	161100	741	2326	276	no
8	1	64	125519	162281	8654	1440	145915	177942	1668	1499	59	no
8	1	64	125504	162684	104035	1733	145568	175800	16529	1827	94	no
8	2	1	125591	160889	7685	1400	662300	185247	2438	4721	3321	no
8	2	1	125566	166213	104849	2056	699633	188968	27457	6797	4741	no
8	2	1	125565	163669	7935	1384	659848	175060	1819	4848	3464	no
8	2	1	125503	161425	104175	1636	681625	182963	9878	5607	3971	no
8	2	1	125543	159389	12488	1469	655676	170783	3901	4932	3463	no
8	2	1	125544	154598	22880	1706	661209	178291	14758	6100	4394	no
8	2	1	125959	156437	8397	1313	694724	178294	2703	4869	3556	no
8	2	1	125486	161205	9454	1438	676052	169657	2652	4813	3375	no
8	2	1	125891	160171	8801	1302	690933	199723	2394	4736	3434	no
8	2	1	125579	160868	103836	1601	702212	179414	10693	5557	3956	no
8	2	2	126127	160535	31905	1469	382778	169725	20032	3737	2268	no
8	2	2	125841	156279	16592	1334	383264	166693	4465	3606	2272	no
8	2	2	126002	158373	102951	2143	385460	187661	38812	5502	3359	no
8	2	2	125594	157661	104185	1734	349129	186867	15461	4136	2402	no
8	2	2	125563	159816	104117	1700	349632	171224	5570	4004	2304	no
8	2	2	125566	159278	7344	1409	349707	171847	1901	3592	2183	no
8	2	2	128676	170684	104429	1994	385787	175955	14203	4767	2773	no
8	2	2	125516	159681	7765	1392	350725	167254	2458	3435	2043	no
8	2	2	125601	159985	103965	1600	348781	179697	5530	4117	2517	no
8	2	2	125532	157620	7650	1378	348064	169412	2027	3581	2203	no
8	2	4	125440	160888	104406	1841	233928	169877	8196	3820	1979	no
8	2	4	125524	156425	6286	1361	232906	172525	2518	2947	1586	no
8	2	4	125549	159930	104173	1663	233068	170679	15994	3410	1747	no
8	2	4	125539	154829	7053	1352	232569	164152	2609	2900	1548	no
8	2	4	125553	155641	104176	1598	233771	167483	8896	3424	1826	no
8	2	4	125562	159478	11978	1455	233145	173936	4236	2974	1519	no
8	2	4	125491	155822	104457	1982	233284	170250	51021	4045	2063	no
8	2	4	125554	158007	8253	1365	232751	166446	2651	2889	1524	no
8	2	4	125433	161169	104257	1664	232716	168835	704	3372	1708	no
8	2	4	125596	158869	8444	1375	233541	169805	2826	2921	1546	no
8	2	8	125452	155069	103943	1591	181790	167734	681	2065	474	no
8	2	8	125566	155148	7884	1364	181620	167242	2675	1896	532	no
8	2	8	125560	158691	104216	1886	182280	171121	16020	2521	635	no
8	2	8	125553	153332	7565	1355	182077	166434	2823	1971	616	no
8	2	8	125500	159332	103917	1640	181723	169007	651	2225	585	no
8	2	8	125552	152470	6147	1379	181489	169425	1517	1941	562	no
8	2	8	125535	160547	103794	1607	181276	170610	542	2229	622	no
8	2	8	125504	159421	7968	1366	181736	167880	2081	1949	583	no
8	2	8	125782	159832	102847	1506	187992	169436	1006	2191	685	no
8	2	8	125522	158690	8653	1367	181205	168744	2563	1907	540	no
8	2	16	125496	158677	103981	1602	144228	191030	275	1950	348	no
8	2	16	125536	151811	5783	1374	144347	165451	1697	1720	346	no
8	2	16	125544	151510	7382	1524	144748	168673	2116	1786	262	no
8	2	16	125546	158927	10763	1429	144002	157063	3327	1692	263	no
8	2	16	131370	188099	24077	2107	211804	187158	16608	2117	10	no
8	2	16	125655	157508	7529	1384	212845	173512	2603	1599	215	no
8	2	16	125513	158937	104119	1610	144386	171089	2717	1911	301	no
8	2	16	125579	158435	8014	1432	144328	166712	2449	1657	225	no
8	2	16	125507	156849	103932	1600	144328	166891	539	1806	206	no
8	2	16	125569	148481	9532	1537	144560	180195	4116	1973	436	no
8	2	32	125524	163345	104576	1779	125538	162525	1202	1972	193	no
8	2	32	125995	160287	7639	1348	159398	172974	2582	1451	103	no
8	2	32	125655	164058	104183	1773	125480	163971	2701	1824	51	no
8	2	32	125590	159507	9775	1454	125531	170392	3087	1567	113	no
8	2	32	125567	155621	7400	1633	159031	166140	2179	1754	121	no
8	2	32	125605	160403	9659	1404	125434	162373	2431	1529	125	no
8	2	32	125531	160799	9371	1657	125468	169635	4486	1792	135	no
8	2	32	125612	162193	104113	1769	159430	165540	9124	1882	113	no
8	2	32	125561	163748	7182	1427	125179	162293	2384	1608	181	no
8	2	32	125508	159159	104296	1726	151141	171534	20478	1792	66	no
8	2	64	125860	160092	11820	1331	114657	191656	4785	1476	145	no
8	2	64	125542	161878	104155	1697	108579	168663	755	1671	-26	yes
8	2	64	125629	159304	8295	1410	108894	163211	2462	1503	93	no
8	2	64	125453	157229	103966	1603	109060	162276	308	1657	54	no
8	2	64	125530	160212	104359	1719	108656	169366	580	1703	-16	yes
8	2	64	125539	154801	6953	1385	108657	162355	1868	1513	128	no
8	2	64	125512	160105	104270	1609	108926	169086	739	1700	91	no
8	2	64	125433	154835	104133	1713	109006	164610	417	1700	-13	yes
8	2	64	125484	160393	104079	1720	108986	162577	915	1698	-22	yes
8	2	64	125514	155187	7728	1359	108747	163933	1583	1477	118	no
8	4	1	125524	160080	104111	1718	533677	178916	12937	5206	3488	no
8	4	1	125487	160152	103923	1773	544155	176398	16377	5679	3906	no
8	4	1	125564	152636	5850	1369	529375	171276	1603	4344	2975	no
8	4	1	125455	154853	103964	1610	532668	174291	4636	5180	3570	no
8	4	1	126115	158250	8067	1258	598919	170262	2909	4265	3007	no
8	4	1	125524	156167	104262	1735	526416	171665	11701	5189	3454	no
8	4	1	125543	155609	7508	1377	527793	171655	1588	4428	3051	no
8	4	1	125475	159845	104046	1848	543943	173082	18407	5683	3835	no
8	4	1	125624	153440	6725	1369	533256	172562	1960	4399	3030	no
8	4	1	125549	157263	104131	1651	534394	172361	4738	5174	3523	no
8	4	2	125522	155426	7588	1385	285506	168020	2362	3340	1955	no
8	4	2	125559	156313	104509	1854	290601	199419	13543	4321	2467	no
8	4	2	125842	157843	9331	1344	319543	160487	4110	3441	2097	no
8	4	2	125602	154256	104115	1732	285183	169378	770	3890	2158	no
8	4	2	125550	161112	27213	1525	283804	169257	9739	3535	2010	no
8	4	2	125839	161294	22129	1460	321555	166131	13747	3636	2176	no
8	4	2	125566	152244	8991	1383	288403	169785	3543	3426	2043	no
8	4	2	125504	163493	104164	1722	325797	161419	11132	3927	2205	no
8	4	2	125902	159103	13991	1331	329966	163398	4452	3448	2117	no
8	4	2	125391	158216	103970	1597	285594	163345	1300	3594	1997	no
8	4	4	125536	155288	6487	1358	196515	160100	2597	2778	1420	no
8	4	4	126049	162971	103391	1668	443245	181419	9843	3373	1705	no
8	4	4	125559	152443	7310	1363	447046	169766	1829	2675	1312	no
8	4	4	125431	156869	103984	1650	197124	159817	2749	3089	1439	no
8	4	4	125518	156321	8025	1431	192488	158260	2796	2796	1365	no
8	4	4	125526	158189	103885	1707	193972	159976	2922	3344	1637	no
8	4	4	125586	150409	6288	1358	192990	159129	2248	2707	1349	no
8	4	4	125463	158925	103909	1631	196143	162107	690	3077	1446	no
8	4	4	125512	155726	6888	1359	193126	162738	2288	2808	1449	no
8	4	4	125486	160474	104100	1683	192732	158269	12237	3593	1910	no
8	4	8	125574	155056	7200	1378	150460	157440	2509	1918	540	no
8	4	8	125523	156682	104001	1723	150595	153110	352	2153	430	no
8	4	8	125523	154740	7148	1428	150479	155634	2367	1884	456	no
8	4	8	125495	157612	104054	1718	150157	153860	669	2149	431	no
8	4	8	125591	151534	8519	1461	150287	152512	2796	1898	437	no
8	4	8	125520	158572	104164	1813	150177	157224	12370	2383	570	no
8	4	8	125569	157620	7521	1369	150382	154237	1182	1897	528	no
8	4	8	125528	161815	104264	1662	149912	158810	1032	2163	501	no
8	4	8	125554	154590	6619	1455	150031	151639	1854	1852	397	no
8	4	8	125565	160203	103962	1636	150211	154066	309	2135	499	no
8	4	16	125594	157625	4743	1450	181082	170539	1322	1618	168	no
8	4	16	125611	158297	104227	1597	121343	156939	650	1894	297	no
8	4	16	125550	155840	6395	1375	181327	169654	1803	1663	288	no
8	4	16	125520	160140	104019	1595	121164	156933	531	1883	288	no
8	4	16	125624	152167	7710	1414	121282	156113	2513	1689	275	no
8	4	16	125480	156545	104031	1731	120844	158456	16666	1942	211	no
8	4	16	125589	149554	6631	1386	121381	156305	1874	1659	273	no
8	4	16	125537	156579	104168	1720	121029	157018	497	1905	185	no
8	4	16	125543	154891	6380	1388	121092	156030	1713	1661	273	no
8	4	16	125448	155972	103936	1725	121121	157611	19904	2120	395	no
8	4	32	125476	158838	7168	1421	105315	167892	2138	1567	146	no
8	4	32	125880	156318	103244	1488	136716	164173	891	1588	100	no
8	4	32	125502	160089	7877	1422	105651	172477	2489	1620	198	no
8	4	32	125889	160580	102456	1762	136843	174316	42613	1897	135	no
8	4	32	125613	160244	8417	1365	105278	175496	1699	1588	223	no
8	4	32	125603	156463	7045	1377	105848	170987	1939	1551	174	no
8	4	32	125439	157654	103938	1597	105289	171275	323	1627	30	no
8	4	32	125540	155945	8185	1421	105150	169942	2310	1520	99	no
8	4	32	125565	160393	104271	1720	105701	175152	457	1771	51	no
8	4	32	125568	152988	6052	1356	105369	172185	1635	1494	138	no
8	4	64	125448	158190	104187	1730	94539	157769	15836	1764	34	no
8	4	64	125562	151537	7692	1507	90173	160271	2660	1524	17	no
8	4	64	125485	161835	9648	1672	90402	165256	13840	1744	72	no
8	4	64	125621	164635	7961	1386	90259	164166	2630	1561	175	no
8	4	64	127507	181140	104642	7427	94540	161964	44047	5228	-2199	yes
8	4	64	125604	160022	104372	1603	90396	165368	678	1688	85	no
8	4	64	125578	154501	104201	1716	90235	163083	1969	1686	-30	yes
8	4	64	125528	163620	103963	1591	90220	164989	655	1567	-24	yes
8	4	64	125551	158014	104191	1734	90542	163792	17529	1702	-32	yes
8	4	64	125925	159230	7959	1332	94127	159666	3395	1471	139	no
8	8	1	125449	155393	103920	1601	518632	181773	4148	4916	3315	no
8	8	1	125548	157011	103999	1561	517437	182775	3395	4546	2985	no
8	8	1	125555	154886	8027	1423	524204	183392	2984	4249	2826	no
8	8	1	125535	165376	104201	1590	540920	196770	11509	4980	3390	no
8	8	1	125641	160957	8963	1371	519013	210690	3133	4223	2852	no
8	8	1	125489	159423	104221	1597	518510	196366	3481	4566	2969	no
8	8	1	125912	160602	9108	1298	600937	224134	3287	4135	2837	no
8	8	1	125418	157969	9500	1533	532969	190107	6911	4590	3057	no
8	8	1	125504	159319	8215	1369	524774	200138	3687	4225	2856	no
8	8	1	125494	161187	10748	1658	516922	196788	14653	5011	3353	no
8	8	2	125489	155739	5172	1360	284522	180524	8196	3488	2128	no
8	8	2	125499	159615	8973	1593	276037	175698	2815	3790	2197	no
8	8	2	125548	159662	6412	1374	276353	175806	1901	3262	1888	no
8	8	2	125481	157303	9144	1570	294824	183959	12183	3958	2388	no
8	8	2	125535	159161	10665	1443	280053	175854	4051	3376	1933	no
8	8	2	125477	159319	103901	1858	280188	176450	9913	4169	2311	no
8	8	2	126138	166528	8466	1298	315512	186278	2788	3284	1986	no
8	8	2	125540	165912	104205	1723	277769	185858	857	3790	2067	no
8	8	2	125570	163882	7585	1367	283521	180862	2893	3293	1926	no
8	8	2	125504	162879	103953	1727	321994	184165	16349	4152	2425	no
8	8	4	125523	154642	7385	1358	184683	161105	2796	2781	1423	no
8	8	4	125544	161384	104615	1869	186549	172528	13040	3570	1701	no
8	8	4	125555	160703	8534	1396	184636	161272	3017	2748	1352	no
8	8	4	125525	163855	60299	1713	401313	196306	36780	3509	1796	no
8	8	4	125507	157872	19520	1452	452935	214868	4210	2739	1287	no
8	8	4	125476	164521	104078	1806	186464	169855	14296	3566	1760	no
8	8	4	126050	156161	8323	1322	455981	198515	2888	2732	1410	no
8	8	4	125530	158478	104142	1640	456482	191295	8029	3026	1386	no
8	8	4	125611	153054	8999	1364	187211	163271	3474	2677	1313	no
8	8	4	125559	158814	104390	1722	186377	162992	2399	3203	1481	no
8	8	8	125554	154596	6346	1406	144092	155747	2219	1760	354	no
8	8	8	125527	157227	20614	1772	138315	158400	28871	2374	602	no
8	8	8	125558	151469	7594	1358	138333	162518	3412	1748	390	no
8	8	8	125554	157969	104117	1827	139667	180689	49142	2615	788	no
8	8	8	125597	152578	6994	1457	140327	167360	2373	1840	383	no
8	8	8	125417	158688	103937	1604	137955	173812	718	1964	360	no
8	8	8	125622	157152	27683	1491	140229	162890	12346	1891	400	no
8	8	8	125512	160437	104036	1736	141047	158592	558	2124	388	no
8	8	8	125532	153005	7306	1393	138102	159038	2501	1844	451	no
8	8	8	125622	160688	104088	1734	143596	167608	550	2120	386	no
8	8	16	125554	157033	8978	1446	112142	156644	2502	1629	183	no
8	8	16	125515	161761	104608	6754	119818	156797	24694	7681	927	no
8	8	16	125527	156888	6328	1455	112922	153731	1604	1590	135	no
8	8	16	125561	159734	103867	1592	117440	159868	608	1745	153	no
8	8	16	125622	155876	8334	1419	117885	155699	2982	1637	218	no
8	8	16	125577	158037	104102	1709	113694	154798	369	1869	160	no
8	8	16	125508	153700	8238	1463	116146	156106	2444	1677	214	no
8	8	16	125545	160235	104100	1715	112484	150806	360	1868	153	no
8	8	16	125582	150434	6321	1386	114047	155389	2007	1649	263	no
8	8	16	125494	161075	104105	1736	112381	155468	574	1873	137	no
8	8	32	125541	153010	7463	1497	98540	158996	2823	1552	55	no
8	8	32	125461	159293	103901	1726	99236	160299	802	1739	13	no
8	8	32	125603	150760	6616	1463	101377	155923	1728	1467	4	no
8	8	32	125466	159323	104105	1718	96643	158356	1148	1742	24	no
8	8	32	125524	152676	6546	1401	96247	157733	2184	1555	154	no
8	8	32	125448	156129	104193	1713	100063	159662	1863	1748	35	no
8	8	32	125564	154298	6804	1376	98408	157040	2388	1541	165	no
8	8	32	125562	157823	103962	1726	96519	158374	15846	1919	193	no
8	8	32	125493	154847	7205	1416	100125	158358	2145	1540	124	no
8	8	32	125507	156745	103982	1713	96292	156048	16175	1775	62	no
8	8	64	125464	155466	6489	1360	88261	158693	2274	1513	153	no
8	8	64	125514	160530	104244	1768	84376	158588	11206	1841	73	no
8	8	64	125541	154367	8413	1382	82391	158705	2521	1492	110	no
8	8	64	125592	159986	103913	1596	86561	158386	499	1629	33	no
8	8	64	125514	153855	7341	1377	87385	159680	2105	1466	89	no
8	8	64	125376	156695	104048	1717	84024	157519	544	1676	-41	yes
8	8	64	125919	161254	59259	1407	90005	159981	35622	1431	24	no
8	8	64	125639	159983	104609	1907	87338	164091	15757	1854	-53	yes
8	8	64	125636	159297	8279	1372	85651	164580	2181	1478	106	no
8	8	64	125481	155841	104278	1871	83442	157404	4972	1914	43	no
8	16	1	125477	154402	9132	1431	751024	307464	2616	4117	2686	no
8	16	1	125522	157125	104015	1718	642005	240242	14831	4946	3228	no
8	16	1	125541	157404	7148	1371	659533	266494	2852	4187	2816	no
8	16	1	125472	157653	104180	1735	651936	225483	21094	4996	3261	no
8	16	1	125506	152676	6693	1358	641088	266959	2016	4050	2692	no
8	16	1	125478	155415	8872	1747	777475	363610	14196	5761	4014	no
8	16	1	125520	155626	7019	1353	669781	255904	2619	4159	2806	no
8	16	1	125463	162104	103907	1598	639043	406359	7577	4672	3074	no
8	16	1	125529	153995	6355	1360	661193	261030	2398	4135	2775	no
8	16	1	125469	158465	104108	1680	703943	283541	18671	4947	3267	no
8	16	2	125550	153856	6894	1460	347424	202019	2195	3323	1863	no
8	16	2	125565	157082	103866	1605	345608	199109	590	3488	1883	no
8	16	2	125603	150825	8220	1358	339845	218605	3261	3173	1815	no
8	16	2	125500	162295	103975	1730	338366	236376	4368	3822	2092	no
8	16	2	125623	161080	6875	1364	348218	229298	2410	3289	1925	no
8	16	2	125545	158862	104426	1607	339244	217789	866	3509	1902	no
8	16	2	125519	155120	9627	1405	343714	214927	3335	3319	1914	no
8	16	2	125484	159849	104017	1758	340644	222658	11826	3988	2230	no
8	16	2	125527	157801	12522	1442	344561	227785	4915	3281	1839	no
8	16	2	125465	157687	11972	1537	357698	210021	4065	3522	1985	no
8	16	4	125630	158926	7955	1392	226424	188607	3637	2812	1420	no
8	16	4	125480	160569	104236	1721	224289	204272	10009	3310	1589	no
8	16	4	125489	155968	9397	1380	223968	198440	3891	2812	1432	no
8	16	4	125492	161459	104015	1603	230095	204863	1046	3001	1398	no
8	16	4	125592	149305	9315	1459	226644	202544	4391	2826	1367	no
8	16	4	125520	157258	9836	1657	224556	204747	10739	3298	1641	no
8	16	4	125528	156852	8508	1409	229021	189596	3748	2829	1420	no
8	16	4	125590	161428	104053	1720	229642	203529	1934	3245	1525	no
8	16	4	125586	154103	6415	1394	230397	190229	2545	2737	1343	no
8	16	4	125495	158602	103872	1607	228116	187932	645	2982	1375	no
8	16	8	125632	155480	5840	1397	161977	173943	1959	1857	460	no
8	16	8	125493	157926	103907	1598	157488	182007	1513	2111	513	no
8	16	8	125544	152920	7871	1386	157985	186259	3230	1871	485	no
8	16	8	125505	156613	104046	1606	167518	196359	1361	2120	514	no
8	16	8	125476	158477	8030	1474	157321	187604	2955	1846	372	no
8	16	8	125463	160044	103874	1607	163404	183344	397	1959	352	no
8	16	8	125505	156922	8841	1372	157997	189094	3081	1793	421	no
8	16	8	125512	158551	103907	1605	165545	185803	16456	2060	455	no
8	16	8	125461	155594	18656	1558	158317	180921	7340	2007	449	no
8	16	8	125515	159764	17048	1480	165511	194013	6086	1918	438	no
8	16	16	125568	159203	104272	1801	134114	190664	17942	2166	365	no
8	16	16	125410	160184	104594	1862	134292	189005	18508	2210	348	no
8	16	16	125579	158632	6659	1412	133629	186161	2717	1681	269	no
8	16	16	125469	159064	104372	1602	132471	182754	603	1739	137	no
8	16	16	125554	160375	104355	1602	134340	177659	737	1742	140	no
8	16	16	125552	155247	6831	1471	130810	175539	1565	1609	138	no
8	16	16	125591	163116	64597	6744	133861	193191	42205	7349	605	no
8	16	16	125495	154814	104219	1858	133084	180149	18016	2197	339	no
8	16	16	125581	152808	7072	1436	130347	178514	2120	1610	174	no
